Vis_450nm,Vis_500nm,Vis_550nm,Vis_570nm,Vis_600nm,Vis_650nm,Nir_610nm,Nir_680nm,Nir_730nm,Nir_760nm,Nir_810nm,Nir_860nm,Blood_Prediction
1523.689844,79.02372284,31.90600204,25.45678215,68.00473938,38.69311676,2883.68794,50.34671478,59.3585556,168.3095398,2277.292285,1659.557519,0
1523.966431,77.39015503,31.69329567,25.26959991,67.60115051,38.45427017,2915.159278,51.76893921,62.13016052,181.7502319,2330.1854,1684.450855,0
1532.540478,74.12302399,32.96953583,24.70805321,66.79397277,37.49888458,2926.072705,52.62227249,64.43983231,191.1787781,2362.623633,1698.594849,0
1534.199976,64.73002472,33.18224259,23.39777756,67.60115051,35.82696152,2942.569678,54.32893982,66.74950409,204.6194763,2398.367774,1731.220215,0
1532.540454,71.2642868,32.5441227,24.70805321,66.99576721,37.7377304,2965.919482,55.75116425,71.83078156,219.6650238,2457.459131,1744.986987,0
1528.944898,74.12302704,31.05517616,24.52087097,71.23345184,38.21542358,2972.264502,56.88894272,74.83335266,232.3032837,2482.459375,1752.719067,0
1533.923389,78.61533203,31.69329567,25.45678215,67.80294494,39.17080993,2999.167432,58.59561005,79.22173004,247.7500458,2527.914355,1778.743896,0
1537.51897,80.04470062,31.69329567,25.83114662,68.61012268,39.40965652,2993.330029,57.17338715,75.75722351,231.7014618,2510.76543,1769.126001,0
1535.859473,85.76217956,32.54412231,26.7670578,68.20653381,39.8873497,2987.23877,56.32005386,75.29528809,227.8899231,2504.773682,1761.959766,0
1537.518945,95.15518188,34.88389663,28.82606239,67.19756164,39.8873497,3006.527637,58.59561081,78.99076233,243.5372925,2536.798731,1779.498242,0
1535.859448,98.83070526,35.94743042,29.01324463,66.99576721,40.12619629,3008.811865,58.88005524,82.22430115,250.3579407,2563.658447,1785.155859,0
1535.029712,98.21811676,37.86179123,29.76197357,67.80294495,39.40965652,3013.126465,58.88005524,83.84107361,253.5676636,2576.881689,1783.45857,0
1530.327807,98.83070374,37.22367096,29.57479134,66.18858948,39.40965652,3031.400146,60.58672409,86.84364471,262.7955963,2601.05542,1805.145972,0
1525.625903,104.1397904,37.64908447,30.32352028,67.19756165,39.8873497,3047.897217,60.87116928,89.84621735,270.4186707,2634.733447,1821.930102,0
1428.269092,50.43633041,22.33420181,16.28485317,75.87472229,41.55927277,3026.070361,141.937915,94.92749634,499.9134399,2179.77085,1699.349194,0
1403.929883,50.64052582,22.33420181,15.72330684,76.07651672,41.55927277,3014.395508,145.6356934,96.54426575,506.1322693,2178.737793,1691.617163,0
1375.71853,48.80276489,21.48337479,14.78739567,76.07651672,41.32042694,3004.243408,147.6268036,100.4707062,521.1778198,2189.275049,1685.016602,0
1366.867895,49.82374344,21.48337479,15.34894237,77.28728332,41.79811859,3015.410693,153.6001434,104.1661804,535.0197388,2207.870264,1684.073682,0
1368.804004,50.43632965,21.9087883,15.53612461,75.67292786,41.79811859,3010.334668,151.6090271,103.0113449,531.0075928,2202.498389,1684.828028,0
1377.378003,50.64052505,22.33420181,15.91048908,75.87472229,41.79811859,3013.380273,152.1779205,105.7829513,538.0288574,2214.068652,1684.450879,0
1376.824854,51.25311279,22.12149505,15.91048908,78.49804993,42.27581177,3010.334668,154.1690338,105.5519851,539.2324951,2209.523193,1683.130762,0
1372.95271,51.25311203,21.9087883,15.91048908,76.48010559,42.75350494,3016.17207,156.7290405,107.6306885,548.4604126,2220.26709,1687.468286,0
1374.888794,51.04891662,21.9087883,15.53612461,75.67292786,42.03696518,3034.69956,156.4445923,105.5519821,539.4330933,2218.200928,1691.428589,0
1368.25083,50.64052582,21.69608154,15.53612461,76.27831116,42.03696518,3040.537012,151.0401428,103.9352127,530.8069824,2221.713379,1698.594824,0
1370.463477,50.23213424,21.48337479,15.34894237,77.08548889,41.79811859,3057.034082,154.7379242,109.0164902,546.4543579,2250.019336,1704.063794,0
1373.505884,51.25311203,21.69608154,15.72330684,76.48010559,42.75350494,3049.927637,149.9023621,106.013919,533.8161133,2240.308545,1701.423608,0
1379.590649,48.59856949,21.27066803,14.9745779,78.09446259,41.79811859,3053.734619,155.0223694,106.2448868,540.6367432,2239.068896,1705.761059,0
1369.63374,49.21115646,21.27066803,14.9745779,76.27831116,42.27581177,3067.439892,157.5823761,107.6306885,547.457373,2248.986328,1713.115942,0
1367.421069,49.21115646,21.27066803,14.60021343,77.08548889,42.03696518,3058.810645,155.5912597,106.7068191,543.6458496,2241.341602,1706.892603,0
1358.017285,49.61954803,21.27066803,14.9745779,78.49805145,42.03696518,3053.734619,154.1690338,104.6281143,537.0258057,2231.217578,1705.195313,0
1354.698315,49.0069603,21.27066803,14.60021343,77.48907776,42.03696518,3067.439941,157.2979309,107.8616562,547.4573975,2245.887207,1709.532813,0
1371.016626,47.98598175,21.27066803,14.4130312,77.69087219,41.55927277,3076.322949,157.2979309,108.7855225,549.4634644,2256.217822,1715.944775,0
1380.697021,47.78178635,21.27066803,14.4130312,76.68190002,41.32042694,3067.439892,157.0134857,107.8616562,546.8555664,2252.705371,1713.870288,0
1455.374146,46.96500321,22.33420181,14.78739567,78.09446106,41.08158112,3069.977881,159.004599,110.1713257,553.6762085,2265.515381,1718.396362,0
2137.148535,46.7608078,74.23463287,26.7670578,85.9644516,18.39117298,2839.526562,914.4897615,763.3463928,2062.443897,3135.150928,1711.230103,0
2317.756592,60.03352585,44.24299049,24.52087097,99.48467866,39.88734932,2976.071484,121.742337,263.7644775,912.9639404,3016.761523,1753.284815,0
2334.074854,67.18037262,33.18224258,23.77214203,106.5474838,46.81389389,2992.822363,126.0090088,261.9167358,916.3742554,3008.496924,1769.503198,0
2214.591553,67.38456955,31.90600319,21.90031986,104.3277451,47.05274048,2997.137012,119.466777,257.528363,894.1068359,2986.182764,1779.121069,0
1874.395752,58.19576568,23.3977356,14.03866673,106.7492783,42.75350571,3008.811816,132.2667938,261.4548035,935.8331665,2999.819238,1787.796021,0
1931.371631,55.33702621,22.54690857,13.47712002,104.5295395,39.64850311,3011.096094,142.5068024,259.8380371,952.88479,2991.141455,1792.13352,0
1951.00896,54.52024307,22.12149505,13.28993779,105.5385117,39.40965652,3004.243408,143.360138,254.5257904,936.8362182,2967.174316,1788.550415,0
1951.00896,54.72443924,21.69608154,13.10275555,104.9331284,39.8873497,3008.558008,140.8001312,256.1425537,941.4501709,2982.050488,1789.870508,0
1942.988062,55.13283157,21.9087883,13.28993779,103.9241562,40.60388947,3008.304297,142.5068024,254.5257843,936.8362061,2975.438867,1788.55039,0
1938.839331,54.52024307,21.27066803,13.10275555,106.143895,41.08158112,3012.618896,148.7645874,258.9141632,963.5169678,2990.934815,1793.076465,0
1915.053296,54.72443924,21.27066803,13.10275555,105.7403061,41.32042694,3039.014209,155.0223694,263.3025391,977.1582642,3004.364746,1807.597583,0
1900.947632,54.52024307,21.27066803,13.10275555,103.9241562,41.08158112,3004.497217,130.275676,238.8200195,886.8849853,2912.215137,1788.550391,0
1916.712769,54.72443924,21.27066803,13.10275555,105.7403061,41.55927277,3011.096045,137.386795,236.7413177,894.1068359,2919.653271,1790.813452,0
1895.415991,55.33702697,21.27066803,13.10275555,105.5385117,42.03696518,3006.273828,139.3779114,231.1981079,898.3196045,2917.79375,1795.339478,0
1895.969165,55.33702697,21.27066803,13.10275555,105.5385117,42.75350494,3007.035205,137.9556885,230.2742401,898.1189819,2921.926025,1799.111231,0
1890.714087,55.13283157,21.27066803,13.28993779,105.3367172,42.75350494,3006.273828,140.5156921,230.9671417,904.3378296,2931.016992,1798.922607,0
1900.117847,56.15380859,21.27066803,13.28993779,104.3277451,42.99235153,3003.73584,137.6712402,232.5839111,904.3378174,2939.281494,1797.225366,0
1920.031763,55.54122238,21.27066803,13.28993779,104.7313339,42.99235153,3003.73584,140.8001343,231.1981079,907.1463257,2934.116211,1799.865527,0
1915.053271,56.35800399,21.27066803,13.66430226,104.7313339,42.99235153,3006.527637,142.7912476,233.5077789,923.1949097,2946.099756,1804.014404,0
1914.223535,56.15380859,21.27066803,13.47712002,105.3367172,42.99235153,3010.588476,148.7645843,238.3580902,941.4501831,2963.455322,1802.882935,0
2303.92749,120.6796402,48.07171173,22.83623085,98.47570649,20.30194397,3157.285498,106.0978805,196.0911011,652.9768432,3125.233545,1736.877808,0
2287.055957,119.8628555,47.2208847,22.64904862,98.87929535,21.01848335,3223.781348,103.8223236,189.6240234,637.5300659,3161.59751,1762.902661,0
2315.543896,122.5173996,46.79547119,23.02341309,103.5205673,22.92925491,3234.948633,100.9778748,185.69758,628.7033447,3154.366016,1764.411352,0
2306.416748,122.5173996,44.66840363,23.21059532,103.5205673,25.79541168,3223.781299,103.2534317,187.5453155,633.7185181,3149.820557,1760.828272,0
2281.247803,121.4964218,44.24299011,23.02341309,101.7044174,26.27310409,3230.887842,104.6756546,190.5478912,640.9404053,3157.465186,1764.411352,0
2280.69458,121.4964218,44.66840363,23.39777756,102.915184,26.98964347,3229.872607,104.1067657,190.0859589,639.3355347,3155.399072,1762.525513,0
2284.013623,121.2922256,45.51923065,23.5849598,103.1169785,26.27310448,3235.456201,103.2534317,190.0859588,638.131897,3165.316504,1765.165723,0
2299.225586,123.9467697,44.66840363,23.5849598,101.7044174,27.94502945,3238.755615,103.2534317,190.5478912,639.1349243,3168.622363,1766.674365,0
2290.09834,122.5173996,43.8175766,23.39777756,102.3098007,27.70618286,3241.039795,102.6845428,190.316925,636.7276489,3170.688477,1766.108618,0
2286.779395,121.9048141,44.66840363,23.39777756,101.502623,26.98964309,3245.86211,102.4001007,189.6240234,634.3203491,3173.581055,1768.56023,0
2282.907275,122.5174011,44.24299011,23.39777756,102.5115952,27.94502907,3248.907618,100.9778748,188.007254,630.7094116,3172.547998,1769.314575,0
2261.610498,121.0880295,44.24299011,23.21059532,100.4936508,26.75079727,3250.430518,100.9778748,186.8524201,626.8978882,3173.994238,1769.126001,0
2264.929443,120.8838333,44.66840363,23.39777756,99.88826751,27.22849006,3242.816406,101.8312103,187.7762848,630.5088135,3165.316504,1765.920044,0
2251.100293,120.0670532,44.03028336,22.83623085,99.48467866,26.5119503,3240.278418,101.26232,187.3143494,629.7063721,3164.490088,1765.542871,0
2257.738281,120.6796372,43.8175766,23.21059532,101.7044174,27.46733665,3239.77085,101.8312103,188.4691864,632.5148926,3165.316552,1764.599926,0
2252.759863,120.0670517,43.8175766,22.83623085,100.4936508,26.98964309,3238.248047,102.1156555,190.7788605,637.3294556,3167.589307,1764.599926,0
2259.397852,120.8838333,44.03028336,23.39777756,102.915184,27.46733665,3233.933349,100.9778748,187.7762817,630.107605,3164.903222,1763.845605,0
2265.482568,121.700618,43.39216308,23.21059532,102.1080063,28.42272186,3233.172021,100.9778748,188.007254,629.9069824,3166.556152,1763.657031,0
2255.802148,121.2922256,43.60486984,23.02341309,101.0990341,28.18387527,3235.709961,100.6934296,188.007251,630.910022,3165.316455,1764.222778,0
2264.929395,121.9048141,43.8175766,23.39777756,101.0990341,28.90041428,3236.217627,100.1245392,187.3143524,629.1045532,3166.762793,1764.599951,0
1617.451147,76.16498413,32.54412231,25.45678215,72.44421692,40.12619629,2873.535889,257.7069122,224.9619934,847.7665527,2586.179297,1410.812476,0
1625.19541,80.86148376,33.18224259,26.57987556,74.05857239,40.36504288,2926.072754,176.3557251,200.2485138,729.809436,2627.502002,1412.132568,0
1639.301099,80.04470062,34.03306961,26.20551109,74.26036682,39.8873497,2957.544043,175.2179413,207.8704285,739.2379883,2658.907178,1422.316211,0
1641.790357,82.29085236,34.67118988,26.95424003,74.46216125,40.36504288,2963.127686,178.3468323,209.0252655,742.8489014,2664.692383,1425.710791,0
1645.109351,76.16498413,34.45848312,26.20551109,75.26933899,39.40965652,3000.943994,164.6934906,206.7155914,717.3717773,2700.023291,1435.517236,0
1644.003027,79.22791748,34.45848312,26.95424003,74.26036682,40.12619629,3010.588477,159.5734863,205.098819,707.9432617,2708.081104,1436.271558,0
1644.27959,79.22791901,34.67118988,26.39269333,74.66395569,39.64850311,3019.725293,154.7379242,201.1723786,695.5055786,2715.519238,1438.345996,0
1642.343506,83.92441864,34.67118988,27.70296898,73.85677795,40.36504288,3030.63877,155.8757049,200.0175415,696.5086304,2720.271386,1443.626441,0
1649.534668,82.08665771,35.09660339,27.32860451,74.26036682,40.12619629,3036.222412,154.453479,201.8652771,695.7062012,2727.916016,1444.946533,0
1643.449829,88.82511444,34.88389663,28.07733345,74.05857239,40.60388947,3038.506543,156.7290405,203.7130218,700.7213623,2731.635108,1446.26665,0
1644.556177,91.88804931,35.09660339,29.01324463,74.26036682,41.55927277,3045.105371,155.3068146,206.0226898,702.5268432,2740.31289,1447.96394,0
1637.918189,94.9509842,34.45848312,28.63888016,74.26036682,41.55927277,3043.836377,156.4445953,204.8678528,702.928064,2739.486426,1448.90686,0
1647.875122,88.82511444,35.09660339,28.45169792,75.26933899,41.08158112,3053.988477,156.1601501,209.4871979,709.5480957,2751.676563,1450.226953,0
1650.364405,86.78315735,34.67118988,27.89015121,77.08549042,40.84273529,3054.242237,157.0134857,209.7181641,710.1499268,2752.91626,1451.54707,0
1652.023901,93.11322479,35.52201691,29.01324463,75.06754455,41.55927277,3058.303027,160.4268158,216.8781433,723.3899902,2761.800635,1451.735645,0
1660.874487,81.06567841,35.30931015,27.14142227,75.87472229,40.36504288,3064.140478,157.0134857,215.2613739,715.5663208,2766.552734,1453.244336,0
1660.597925,88.21252899,35.94743042,28.45169792,74.26036682,41.08158112,3064.140478,158.7201568,215.7233063,717.1711792,2766.759326,1453.621509,0
1667.235889,82.29085235,36.37284393,27.70296898,75.87472229,40.36504288,3067.186084,158.4357086,219.6497498,721.9857666,2773.99082,1453.432934,0
1666.682691,84.53700409,35.94743042,27.89015121,76.27831116,40.60388947,3068.962695,156.7290405,215.0304077,713.5602661,2769.651904,1454.375879,0
1672.490967,82.69924469,37.0109642,28.26451569,74.66395569,40.12619629,3070.739307,159.5734863,223.1142578,726.8003296,2782.255371,1455.1302,0
2023.749976,256.2655609,43.60486984,47.16992035,104.5295395,64.48852539,2598.415527,711.1117798,1379.104809,2489.135693,4125.655371,2312.442431,0
2041.727832,274.0305847,45.3065239,48.85456009,106.7492782,65.20506745,2634.962842,652.8006104,1183.244666,2243.993579,3978.959912,2263.598779,0
2106.171387,242.3802551,45.73193741,46.98273773,112.1977295,64.48852539,2665.672754,509.7249268,1013.714783,1957.125049,3823.379981,2195.141944,0
2077.960107,254.8361908,45.73193741,48.10583267,109.3726059,65.20506745,2677.347607,531.6271729,949.7368774,1916.602344,3747.139697,2223.995654,0
2071.045508,275.4599548,45.73193741,49.22892532,108.3636337,65.68276215,2639.277442,550.969397,997.0851442,1921.216309,3692.387158,2243.985742,0
2095.661279,263.8207977,46.15735092,49.04174271,108.3636337,65.68276215,2653.236572,547.5560669,964.2878052,1955.118994,3721.519629,2249.077588,0
2094.831494,258.5117127,45.73193741,48.29301376,108.969017,65.68276215,2642.830664,577.4227539,1040.737915,1994.437988,3729.370947,2297.167041,0
2192.188379,218.6935608,49.77336426,44.54936981,109.5744004,60.66698609,2651.459863,662.4717407,1191.559473,2279.701611,3960.98457,2400.889356,0
2263.269922,150.9005951,53.81479111,38.18517303,105.9421005,50.15774383,2627.348779,720.4984619,1221.354224,2382.613183,3948.381104,2368.829736,0
2123.04292,192.7607086,43.8175766,40.8057251,109.7761948,62.5777565,2637.247022,700.8717774,1180.704028,2347.707471,3944.455469,2340.353223,0
2256.355371,149.4712311,49.13524551,34.25434647,107.1528671,48.24697342,2660.089111,667.3072998,1190.866577,2273.884033,3938.670312,2382.97373,0
2201.038965,160.0894043,45.30652389,34.62871094,111.7941422,52.78505402,2646.637744,725.049585,1213.963306,2398.661767,3948.381103,2365.623779,0
2249.440771,136.1985107,47.85900497,31.25943107,105.1349228,41.79812012,2655.266943,684.9428589,1186.247241,2357.33667,3950.034033,2328.849463,0
2274.609766,137.4236847,48.07171173,30.69788475,106.7492783,40.84273376,2680.393213,645.1206177,1150.216357,2279.902246,3957.678711,2346.388037,0
2283.4604,142.1201843,48.92253876,33.13125305,107.556456,46.09735489,2677.601367,645.973938,1131.738989,2241.786816,3926.273437,2355.628711,0
2294.800293,142.5285751,49.34795227,31.63379516,106.3456894,41.79811936,2678.362891,637.440625,1120.190625,2172.176123,3889.90957,2365.435205,0
2302.268018,141.9159882,48.709832,33.13125343,107.1528672,46.09735489,2683.185058,645.9739502,1139.12998,2189.82959,3884.537549,2367.132422,0
2267.971826,153.9635315,47.2208847,35.00307541,108.3636337,52.30736084,2693.083301,671.0050659,1142.825439,2249.008642,3874.000293,2334.507129,0
2281.247754,144.7747314,48.28441849,32.00816002,108.3636337,44.18658371,2666.434229,680.6761963,1128.04353,2294.345947,3897.554248,2331.112549,0
2279.035156,143.1411652,47.43359146,32.38252449,106.9510727,46.33620224,2673.540625,655.9295044,1113.72356,2254.625733,3907.884912,2330.735352,0
3544.674072,354.6878662,64.45012665,72.62670441,165.4714783,99.59894866,2751.965186,709.1206787,1683.288501,3011.717676,4469.873242,2465.951611,0
3589.756934,296.2879089,62.7484726,66.07532425,170.7181366,98.88240966,2754.249365,676.125061,1580.970068,2881.122412,4398.385059,2477.266797,0
3421.318555,215.8348175,66.36448593,55.78030243,159.821228,84.79047089,2827.85166,649.3872803,1557.411401,2847.821533,4408.715527,2521.773047,0
3571.779053,172.3411407,60.83411331,51.84947663,162.8481445,85.98470306,2797.903174,679.822876,1478.882593,2809.906787,4262.84668,2517.435596,0
3606.075147,163.9691223,58.28163223,49.22892532,170.7181366,85.02931976,2826.328857,689.7784302,1403.125391,2803.687988,4170.283838,2547.797901,0
3622.393555,166.4194672,58.28163223,49.04174347,166.8840424,85.98470154,2792.319483,701.4406616,1408.668579,2816.326123,4185.779834,2561.941944,0
3664.987158,157.230661,59.55787201,47.91864929,165.2696869,82.40200806,2776.330029,664.7472901,1429.224658,2769.183496,4195.903906,2541.197412,0
3659.732129,161.9271637,57.43080521,47.91864929,169.50737,84.79047089,2784.705518,731.3073486,1360.627393,2841.80332,4093.630224,2555.152783,0
3650.881445,158.4558349,58.06892548,47.35710297,172.9378753,83.11854553,2827.344092,707.1295532,1417.214356,2844.611816,4199.622949,2581.366309,0
3627.648681,152.9425537,57.00539169,46.42119217,168.2966034,82.16316223,2833.181445,702.5784302,1423.219507,2834.982666,4196.317188,2574.954346,0
3669.689112,158.455835,56.15456467,46.23400955,169.1037811,84.07393188,2827.597852,689.778418,1436.615625,2826.958399,4215.945508,2570.239697,0
3609.394239,155.8012939,56.57997818,46.0468277,168.2966034,82.87970276,2815.66919,671.2895142,1411.671191,2765.371924,4179.787988,2567.03374,0
3480.506982,156.0054901,55.5164444,46.23400955,161.0319977,81.20777588,2748.411963,647.111731,1383.03125,2690.946631,4114.498291,2551.003955,0
3567.35376,147.0208801,56.15456467,43.80064011,162.2427643,77.86392517,2789.527686,643.1295044,1407.051831,2724.849268,4170.69707,2560.433203,0
3636.222656,147.8376617,57.21809845,45.11091538,165.6732758,80.01354523,2795.111328,680.6762207,1257.385107,2673.694434,3935.364453,2540.820264,0
3626.265625,144.9789245,54.45291061,43.23909378,167.2876312,80.01354523,2646.891504,671.2895264,1270.550244,2645.408789,3864.702734,2507.817725,0
3639.54165,139.8740356,55.09103088,42.49036484,168.2966034,77.1473877,2804.502002,696.3206665,1263.159302,2687.736914,3897.554199,2535.539893,0
3576.757569,142.5285736,52.96396484,41.74163513,171.3235199,78.81931153,2558.568701,690.916211,1182.551733,2587.834473,3632.262695,2437.475049,0
3585.054932,129.8684433,56.15456467,39.86981354,165.0678925,69.98199615,2647.145361,698.596228,1174.929859,2580.412012,3621.312158,2432.383252,0
3472.486133,123.3341827,55.5164444,38.37235565,158.2068695,65.44391174,2776.076221,717.9384522,1214.194263,2690.344824,3794.247558,2525.35625,0
2325.224316,163.56073,56.15456467,40.05699539,104.7313339,52.78505478,2763.63999,220.4446564,1064.989502,1394.421509,3306.433447,1859.647314,0
2381.09375,147.0208832,56.15456467,35.93898621,108.3636337,46.57504883,2716.179248,236.0891113,1062.217895,1518.396826,3316.557471,1918.674756,0
2382.75332,145.59151,54.45291061,35.19025726,109.5744019,45.8585083,2719.478564,273.6358154,1175.160816,1818.104175,3614.493946,2088.402246,0
2379.434424,147.2250763,54.24020386,35.56462097,111.9959366,47.05274048,2729.123096,301.7958374,1247.915454,2042.984961,3851.272803,2199.290869,0
2403.496972,144.5705292,54.45291061,35.00307541,111.9959351,45.61966247,2724.808399,301.2269532,1185.32334,1976.985132,3778.131689,2161.007861,0
2417.879199,143.3453583,53.17667084,34.25434646,113.4085007,45.61966247,2724.808447,283.3069336,1106.101624,1888.316748,3735.569336,2156.293237,0
2434.750781,142.7327728,52.96396408,34.44152908,113.2067032,45.38081741,2715.164014,283.0224854,1006.55481,1782.997925,3486.393652,2078.407227,0
2463.238721,137.6278794,51.26231155,33.69280014,116.2336243,45.85850906,2712.626025,271.0758118,1021.798621,1758.925024,3541.972607,2088.402271,0
2455.217822,133.7481598,51.0496048,33.3184349,117.2425964,45.14197082,2720.493848,264.5335815,1039.814063,1730.037573,3535.774268,2084.819116,0
2453.558301,132.9313797,49.77336426,32.38252411,117.2425949,46.33620148,2715.671631,256.5691253,984.151001,1650.195874,3376.681982,2023.340064,0
2462.96211,119.0460724,46.58276444,30.51070252,118.6551575,45.38081589,2722.524219,257.9913574,1041.892773,1696.937353,3529.369238,2083.310401,0
2444.984277,117.4125076,46.58276443,29.94915581,116.8390076,43.23119888,2714.402588,250.0269043,996.3922486,1623.113843,3362.219092,2013.344971,0
